user_input,bot_response,ability,extra_label
"I want take shell on a date , but I don ’ t have much money .",What does she like to do ?,conversation,neutral
"She likes to golf , dance and eat foreign food .",Sounds like she has pretty pricy tastes .,conversation,neutral
"Well , I really like being with her .",Have you thought about going in Dutch ?,conversation,neutral
"Dutch , where is that ?","Not where , what . Dutch means you both pay your own way .",conversation,neutral
"Hi Rose , what are you busy with right now ?","Hi Jack , I'm working on these documents . The manager wants them for half an hour .",conversation,neutral
"Well , Rose ,",Is there something you need ?,conversation,neutral
Are your free this weekend ?,"Yes , I have nothing to do .",conversation,neutral
"Great , Is it convenient if i visit you this weekend ?",I beg your pardon ?,conversation,neutral
I'd like to call on you this weekend . I just want to a drop in for a chat .,"Really ? well , ok , you're welcome .",conversation,surprise
Is 5 PM . a good time for you ?,"Hmm , how about seven ? I can treat you to dinner .",conversation,neutral
"Sure , that would be great . I'll bring the wine .",OK.Then I'll be expecting you .,conversation,happiness
you're rather energetic today . What's going on ?,nothing really . I think I've had a few too many coffees .,conversation,neutral
"free coffee is one of the perks at this place , isn't it ?",it's the only perk of this job ! How's your day going ?,conversation,neutral
not that well . I've got that Monday morning feeling today .,why is that ?,conversation,neutral
my boss has been breathing down my neck all day . I can't wait for the weekend !,"your boss is a real salve-driver , isn't he ?",conversation,neutral
you can say that again ! He won't even let us check our personal email at work !,that's not just your boss . No one is allowed to send personal emails from the office .,conversation,neutral
really ? I didn't know that it was against company policy .,maybe your boss isn't so horrible after all !,conversation,neutral
"no , he is . Some bosses will bend the rules a bit sometimes , but not my boss . He always follows the rules to a T .",try not to let it bother you too much .,conversation,happiness
thanks . I better get back to my work before my boss yells at me again !,"ok , I'll see you in a bit .",conversation,happiness
"Hi , Mr . James , what's the rush ?",The bank closes in 30 minutes and I need to cash a check .,conversation,neutral
I can lend you some money .,Thanks . But it's necessary for me to buy a TV set .,conversation,happiness
Can I help in anyway ?,You can take me to the bank if you want to .,conversation,happiness
"He came to work late every day that week . Then on Friday , he didn't show up at all .",That was the straw that broke the camel's back .,conversation,neutral
"Bob , you're so lucky that you've come at the right time-the 2005 International Tourism Festival is around the corner .",We've heard about that festival before . It would be quite helpful if you could give us some highlights of the festival .,conversation,neutral
"My pleasure . Well , the festival is going to start on the third Saturday of October , and covers over one hundred diverse programs in one month .",What do you think we can see during the festival ?,conversation,neutral
"I don't know what to suggest . There're so many attractions , and they all sound interesting . One exciting program might be the Ten Thousand People Cycling round the Town . You can choose from the five routes that lead to different destinations .",I'd like to take the one that goes to the Wild Animal Park .,conversation,neutral
"Then you can take Route No . 5 . Next I would suggest the International Dragon Boat Race where you can watch Lion Dance , Dragon Boat racing , and many other water shows .","Wow , must be interesting to watch dragon boats compete a-gainst one another on the city river .",conversation,neutral
How do you know ? I thought Taiwanese people didn't have garage sales .,You're right . We're not really into used stuff .,conversation,neutral
"Well , I've grown to like second-hand things . I wouldn't have gotten through university without them !","There aren't many places that sell used things in Taiwan , besides auction websites .",conversation,neutral
I use those sites . Hey ! Let's go check out a flea market later .,Great ! I can teach you men a thing or two about shopping !,conversation,happiness
What do you think of AC milan and the team of Argentine ?,They aren't evenly matched .,conversation,neutral
"Yes , I think AC Milan's foot work is much better on the whole .",Yet the Argentine attacker is worth a bet .,conversation,neutral
Did you move into your new apartment ?,"Yes , but I ’ m afraid it ’ s still a mess . I haven ’ t put anything away yet .",conversation,neutral
Don ’ t worry . It ’ ll probably take you about three weeks to get everything organized .,Don ’ t say that . It looks like a dump now . I can ’ t stand it .,conversation,neutral
Have you taken a walk around your neighborhood yet ?,"Unfortunately , yes .",conversation,neutral
What do you mean by that ?,I took a long walk through the neighborhood this morning on my way to the train station . It took me 20 minutes .,conversation,neutral
"Yes , but you only pay 800 dollars a month . Emm , it ’ s hard to decide which is better , shorter commuting time or lower rent .","I thought paying a lower rent would be better , but now I ’ m not sure .",conversation,neutral
